model,mode,episodes,sensor_range,pdr_scale,nlos_blocker,collision_rate,arrival_rate,near_miss_rate,mean_min_distance,mean_steps,mean_reward,mean_final_aoi,mean_final_pdr,mean_v2v_rx,occluded_step_frac,sensor_visible_step_frac,act_hard_brake_pct,act_brake_pct,act_hold_pct,act_accel_pct,act_full_accel_pct,train_model,eval_mode,scenario
runs/sumo_ppo_50k_perfect.zip,perfect_v2v,100,35.0,1.0,0,0.0,1.0,0.0,26.482390373599625,118.52,69.37714624351716,0.0,0.5110966670385079,0.0,0.0,0.23742828214647316,0.0,0.1339014512318596,0.36137360782990213,0.0,0.5047249409382383,perfect_v2v,perfect_v2v,los
runs/sumo_ppo_50k_lossy.zip,lossy_v2v,100,35.0,1.0,0,0.0,1.0,0.0,25.712403252135687,119.09,32.91106458847028,0.098,0.5076542103340664,52.85,0.0,0.24720799395415233,0.0,0.21378789151062222,0.0,0.7862121084893778,0.0,lossy_v2v,lossy_v2v,los
runs/sumo_ppo_50k_sensor.zip,sensor_only,100,35.0,1.0,0,0.35,0.65,0.6,7.465969251730765,82.49,3.8379643453288916,1.0,0.7469524551946322,0.0,0.0,0.39083525275791003,0.0,0.1949327191174688,0.0,0.8050672808825312,0.0,sensor_only,sensor_only,los
runs/sumo_ppo_50k_perfect.zip,perfect_v2v,100,35.0,1.0,1,0.0,1.0,0.0,26.482390373599625,118.52,69.37714624351716,0.0,0.5110966670385079,0.0,0.4271852851839352,0.23742828214647316,0.0,0.1339014512318596,0.36137360782990213,0.0,0.5047249409382383,perfect_v2v,perfect_v2v,nlos
runs/sumo_ppo_50k_lossy.zip,lossy_v2v,100,35.0,1.0,1,0.0,1.0,0.0,25.712403252135687,119.09,32.91106458847028,0.099,0.5076542103340664,52.85,0.42455285918213115,0.24712402384751028,0.0,0.21378789151062222,0.0,0.7862121084893778,0.0,lossy_v2v,lossy_v2v,nlos
runs/sumo_ppo_50k_sensor.zip,sensor_only,100,35.0,1.0,1,0.39,0.61,0.6,7.66972855374377,77.58,-5.706805254671103,1.0,0.7779519271638387,0.0,0.5784996133023975,0.33178654292343385,0.0,0.14333591131734982,0.0,0.8566640886826502,0.0,sensor_only,sensor_only,nlos
