mode,policy,episode,steps,collision,arrived,near_miss,min_distance,reward
perfect_v2v,random,0,700,0,0,0,25.148943261577465,-496.1148340953437
perfect_v2v,random,1,700,0,0,0,39.036759265961614,-509.26859355424443
perfect_v2v,random,2,700,0,0,0,48.52888528017644,-508.31017959876186
perfect_v2v,random,3,700,0,0,0,47.02092636874007,-468.9021326876972
perfect_v2v,random,4,700,0,0,0,37.257671916079744,-456.8403862812144
perfect_v2v,random,5,534,0,1,0,16.01856144574574,-406.26009212662166
perfect_v2v,random,6,700,0,0,0,30.86517498913219,-523.8194063113598
perfect_v2v,random,7,700,0,0,0,31.174823133704475,-468.09185034756473
perfect_v2v,random,8,700,0,0,0,43.151933230708025,-492.49875036554283
perfect_v2v,random,9,700,0,0,0,19.826220735497834,-528.6868448788169
perfect_v2v,random,10,700,0,0,0,31.63446409548729,-482.2642702766938
perfect_v2v,random,11,700,0,0,0,42.889440104842194,-521.6153493716317
perfect_v2v,random,12,700,0,0,0,32.55038720887277,-503.6840339686524
perfect_v2v,random,13,700,0,0,0,20.08185535832737,-529.3052066574763
perfect_v2v,random,14,700,0,0,0,33.17274217171713,-501.26383969081604
perfect_v2v,random,15,700,0,0,0,48.5965442775976,-474.4415681383895
perfect_v2v,random,16,700,0,0,0,21.43447204141009,-527.182466170199
perfect_v2v,random,17,700,0,0,1,6.985585881591145,-520.0659026610114
perfect_v2v,random,18,700,0,0,0,33.94970501536409,-498.4586331138591
perfect_v2v,random,19,183,0,1,0,32.06532720598286,-56.344714168101845
perfect_v2v,random,20,700,0,0,0,19.500192380544494,-554.9702223249807
perfect_v2v,random,21,700,0,0,0,10.821232275653113,-575.7301150799772
perfect_v2v,random,22,639,0,1,0,12.696831005761124,-436.7600452838101
perfect_v2v,random,23,139,0,1,0,19.355181698516837,-113.56323745474504
perfect_v2v,random,24,700,0,0,0,31.15488652404278,-535.1815194676137
perfect_v2v,random,25,700,0,0,0,20.957917712186283,-548.8697768544876
perfect_v2v,random,26,700,0,0,0,9.9086038312717,-574.0622913808888
perfect_v2v,random,27,700,0,0,0,21.291326742367904,-552.9495678786195
perfect_v2v,random,28,700,0,0,0,26.48679823185078,-486.82033393137993
perfect_v2v,random,29,700,0,0,0,33.17122533362039,-499.0410807703601
perfect_v2v,random,30,700,0,0,0,39.58990109669643,-475.5106101864305
perfect_v2v,random,31,700,0,0,0,15.253328895986531,-557.0884177578306
perfect_v2v,random,32,700,0,0,0,34.122679540299885,-496.7320403631714
perfect_v2v,random,33,700,0,0,0,31.732725248829293,-465.1780062120693
perfect_v2v,random,34,700,0,0,0,52.583000821951764,-463.4825609264844
perfect_v2v,random,35,700,0,0,0,21.323536968877015,-537.782160108626
perfect_v2v,random,36,700,0,0,0,27.20095549676307,-593.0804545626986
perfect_v2v,random,37,700,0,0,0,27.244925425180767,-544.0589324351688
perfect_v2v,random,38,700,0,0,0,24.633219496952215,-536.3481973195552
perfect_v2v,random,39,512,0,1,0,33.800270434862476,-287.87141104240857
perfect_v2v,random,40,700,0,0,0,26.608093752323246,-509.4586806745362
perfect_v2v,random,41,575,0,1,0,21.04440607134654,-418.8333868940816
perfect_v2v,random,42,62,1,0,1,4.373189894987482,-99.05749133796563
perfect_v2v,random,43,700,0,0,0,32.135334946528374,-511.06374038501167
perfect_v2v,random,44,700,0,0,0,47.50743272696433,-501.5805285553564
perfect_v2v,random,45,122,0,1,1,6.982766553253783,-101.3276914288897
perfect_v2v,random,46,700,0,0,0,15.622233382045819,-494.8895663239515
perfect_v2v,random,47,700,0,0,0,33.21236165556316,-492.85861866641136
perfect_v2v,random,48,453,0,1,0,18.44764013086357,-307.69093520919637
perfect_v2v,random,49,700,0,0,0,22.467380844988714,-538.6853613682856
perfect_v2v,random,50,700,0,0,0,24.99765846257861,-498.3131668324725
perfect_v2v,random,51,700,0,0,0,19.583877837301788,-523.2538018547912
perfect_v2v,random,52,700,0,0,0,28.944562767203543,-525.6033456440953
perfect_v2v,random,53,700,0,0,0,48.2297136749659,-479.0472708511311
perfect_v2v,random,54,700,0,0,0,21.36261451198684,-570.1344134946826
perfect_v2v,random,55,700,0,0,0,22.61153998630159,-524.2216363877272
perfect_v2v,random,56,700,0,0,0,31.6033210482897,-454.6803589649825
perfect_v2v,random,57,700,0,0,0,19.72133955003373,-559.555967949558
perfect_v2v,random,58,700,0,0,0,35.73484300387649,-459.05172346732815
perfect_v2v,random,59,700,0,0,0,53.17336454381233,-461.03330238205467
perfect_v2v,random,60,700,0,0,0,38.32659855609874,-517.2383350286606
perfect_v2v,random,61,700,0,0,0,27.014432506485555,-492.03843877793463
perfect_v2v,random,62,700,0,0,0,27.469434225954505,-497.560901062187
perfect_v2v,random,63,700,0,0,0,45.26318747939156,-504.2660342817881
perfect_v2v,random,64,700,0,0,0,41.31783890987126,-477.48682717687984
perfect_v2v,random,65,700,0,0,0,30.502192860939203,-526.7038530887254
perfect_v2v,random,66,700,0,0,0,24.771118639292276,-545.040667631953
perfect_v2v,random,67,524,0,1,0,13.015494073900838,-376.2608830801647
perfect_v2v,random,68,579,0,1,0,14.305981630193724,-439.71241016850854
perfect_v2v,random,69,700,0,0,0,35.70883808345522,-507.8296750394485
perfect_v2v,random,70,512,0,1,0,23.86621644209924,-308.5701530221998
perfect_v2v,random,71,700,0,0,0,42.81236426795469,-489.07008769485145
perfect_v2v,random,72,700,0,0,0,33.21850783699182,-491.4456092735938
perfect_v2v,random,73,700,0,0,0,40.89231393640942,-459.0663809472892
perfect_v2v,random,74,113,0,1,1,6.189206503547292,-69.90420448577443
perfect_v2v,random,75,700,0,0,0,12.177418627653758,-567.1225571781744
