mode,policy,episode,steps,collision,arrived,near_miss,min_distance,reward,v2v_rx_count,aoi
lossy_v2v,full,18,55,1,0,1,3.177891513602573,-423.15927331077046,19,1.7000000000000004
lossy_v2v,full,19,84,0,1,1,6.754954386764388,-254.62364363561028,30,0.0
lossy_v2v,full,20,55,1,0,1,4.123034412345471,-410.57205524910484,24,1.6000000000000003
lossy_v2v,full,21,84,0,1,1,7.323795192527236,145.40577110196853,31,0.1
lossy_v2v,full,22,85,0,1,1,5.139497217130462,135.6892462342696,29,0.1
lossy_v2v,full,23,54,1,0,1,3.681951213760495,-417.1521459394054,19,1.7000000000000004
lossy_v2v,full,24,85,0,1,0,8.55684199963126,147.68543638915227,27,0.1
lossy_v2v,full,25,85,0,1,0,11.42157908536545,137.66581800990735,29,0.1
lossy_v2v,full,26,58,1,0,1,4.231029097461243,-13.095206503909935,22,1.9000000000000006
lossy_v2v,full,27,57,1,0,1,3.8887833629592983,-29.096653858574584,23,1.9000000000000006
lossy_v2v,full,28,56,1,0,1,3.2159758130383853,-31.105174365287425,21,1.6000000000000003
lossy_v2v,full,29,86,0,1,1,4.662893873672305,83.36992631281558,30,0.0
lossy_v2v,full,30,55,1,0,1,4.41074372704111,-404.57715597768544,19,1.8000000000000005
lossy_v2v,full,31,83,0,1,0,19.07939169033624,155.3945522469239,27,0.1
lossy_v2v,full,32,56,1,0,1,4.174157667120539,-42.26784169476923,20,1.7000000000000004
lossy_v2v,full,33,84,0,1,0,10.680482477669297,137.3785896547484,30,0.1
lossy_v2v,full,34,86,0,1,1,7.515920917871209,-193.4362586040738,29,0.0
lossy_v2v,full,35,85,0,1,0,13.322935951743933,153.68624747341812,32,0.1
lossy_v2v,full,36,85,0,1,0,13.612896319112421,154.26830300978474,31,0.2
lossy_v2v,full,37,54,1,0,1,4.426236823978848,-411.1514009162754,24,1.7000000000000004
lossy_v2v,full,38,84,0,1,0,14.926520996893613,157.38263306030444,30,0.0
lossy_v2v,full,39,54,1,0,1,4.492842249582506,-417.167852086902,20,1.7000000000000004
lossy_v2v,full,40,84,0,1,0,9.11586290610511,153.40232917888176,37,0.0
lossy_v2v,full,41,83,0,1,1,5.050996991709301,-242.60300074705805,23,0.1
lossy_v2v,full,42,84,0,1,0,13.393322658096455,159.40528984646295,27,0.0
lossy_v2v,full,43,84,0,1,0,8.008213146056047,157.39665658337543,31,0.0
lossy_v2v,full,44,85,0,1,0,8.552546976506411,113.66105617560729,24,0.0
lossy_v2v,full,45,84,0,1,0,9.48101008151368,129.39031848876027,24,0.0
lossy_v2v,full,46,83,0,1,0,11.95970945163433,155.39466900528112,27,0.0
lossy_v2v,full,47,55,1,0,1,2.512811395673945,-423.1304709059599,15,1.9000000000000006
lossy_v2v,full,48,57,1,0,1,4.29689789507828,-16.82369889348665,22,1.7000000000000004
lossy_v2v,full,49,56,1,0,1,3.462948522099131,-56.844722597295636,20,1.7000000000000004
lossy_v2v,rule,0,135,0,1,0,30.448078640628655,20.668827514570246,58,0.0
lossy_v2v,rule,1,125,0,1,0,36.40683399340085,43.27423246204318,67,0.0
lossy_v2v,rule,2,148,0,1,0,28.811130187071264,1.8165470438524736,68,0.0
lossy_v2v,rule,3,149,0,1,0,27.72158453914279,1.112570336677642,67,0.4
lossy_v2v,rule,4,84,0,1,0,13.791649020259031,156.80952003168096,26,0.0
lossy_v2v,rule,5,133,0,1,0,34.69921501346109,25.42521970497014,74,0.0
lossy_v2v,rule,6,138,0,1,0,29.434144570324296,21.624433755055826,61,0.1
lossy_v2v,rule,7,134,0,1,0,34.4687155097567,19.702121891760758,75,0.0
lossy_v2v,rule,8,126,0,1,0,35.723950279802246,30.1610067319267,83,0.1
lossy_v2v,rule,9,84,0,1,0,11.899413212332393,148.77481270829736,26,0.0
lossy_v2v,rule,10,84,0,1,0,18.3452681558004,156.8102656984746,28,0.5
lossy_v2v,rule,11,139,0,1,0,31.186768856318405,6.10216980462846,69,0.0
lossy_v2v,rule,12,126,0,1,0,36.696841429987266,34.74546934973008,70,0.2
lossy_v2v,rule,13,135,0,1,0,33.58952309165137,24.683995615938123,62,0.1
lossy_v2v,rule,14,85,0,1,0,11.340644698731653,144.76942159792003,23,0.0
lossy_v2v,rule,15,129,0,1,0,34.65984987181352,25.199563050555568,69,0.30000000000000004
lossy_v2v,rule,16,132,0,1,0,31.360363001142794,25.130394616574723,64,0.0
lossy_v2v,rule,17,84,0,1,0,14.545587306307647,156.79706174408688,31,0.1
lossy_v2v,rule,18,129,0,1,0,33.86931273454943,18.085066929214697,71,0.2
lossy_v2v,rule,19,127,0,1,0,35.75019609971644,23.045290191314027,76,0.1
lossy_v2v,rule,20,132,0,1,0,31.98812322804221,15.927743530603664,72,0.30000000000000004
lossy_v2v,rule,21,138,0,1,0,31.564302628178098,21.92380585281279,70,0.1
lossy_v2v,rule,22,137,0,1,0,28.85802115028895,23.829982532788126,60,0.0
lossy_v2v,rule,23,129,0,1,0,33.685285042851675,25.201024969511664,64,0.2
lossy_v2v,rule,24,140,0,1,0,29.729895465338693,19.67751073565158,70,0.0
lossy_v2v,rule,25,146,0,1,0,26.6769885425357,3.866123956658825,74,0.2
lossy_v2v,rule,26,136,0,1,0,29.43101424191499,19.56239219721587,64,0.0
lossy_v2v,rule,27,135,0,1,0,30.47724138415277,18.972607868875752,69,0.1
lossy_v2v,rule,28,134,0,1,0,34.20671034428443,26.393061569461953,66,0.1
lossy_v2v,rule,29,139,0,1,0,31.851892350768374,4.112382226325238,69,0.1
lossy_v2v,rule,30,133,0,1,0,31.808501441159354,16.231604245458392,68,0.0
lossy_v2v,rule,31,84,0,1,0,18.721368415211884,154.79576359507826,27,0.1
lossy_v2v,rule,32,134,0,1,0,32.347003658484915,26.784598045822477,64,0.0
lossy_v2v,rule,33,142,0,1,0,31.11024384626662,9.337954131952749,72,0.0
lossy_v2v,rule,34,127,0,1,0,35.02808632225503,34.635112563329216,72,0.30000000000000004
lossy_v2v,rule,35,145,0,1,0,30.100863216825843,6.865581470200787,75,0.0
lossy_v2v,rule,36,145,0,1,0,28.731507763986567,14.470347185308391,74,0.0
lossy_v2v,rule,37,128,0,1,0,33.928120863664574,27.908103376143213,75,0.0
lossy_v2v,rule,38,85,0,1,0,14.392614585379276,156.6777196723653,31,0.1
lossy_v2v,rule,39,131,0,1,0,32.47733595247259,19.449976522524892,68,0.0
lossy_v2v,rule,40,139,0,1,0,31.524691408852465,21.900089526526745,79,0.1
lossy_v2v,rule,41,127,0,1,0,34.050173298178045,37.348221174142836,62,0.0
lossy_v2v,rule,42,84,0,1,0,13.059719679305308,156.79134980259522,27,0.0
lossy_v2v,rule,43,141,0,1,0,27.982000043989704,17.147570209070075,67,0.0
lossy_v2v,rule,44,142,0,1,0,29.674223751148133,4.6276646738943725,65,0.30000000000000004
lossy_v2v,rule,45,139,0,1,0,28.735289922358625,32.69736349432411,62,0.1
lossy_v2v,rule,46,84,0,1,0,11.580681905168682,154.7959504084498,29,0.0
lossy_v2v,rule,47,132,0,1,0,33.98239278192543,23.442010188462458,63,0.2
lossy_v2v,rule,48,135,0,1,0,31.674611120235806,22.88129711570817,71,0.1
lossy_v2v,rule,49,134,0,1,0,32.75021982918194,15.18793223269806,66,0.5
sensor_only,random,0,700,0,0,0,58.245749169042945,-478.49876939689574,0,1.0
sensor_only,random,1,700,0,0,0,59.978261324147226,-499.2173060829346,0,1.0
sensor_only,random,2,700,0,0,0,36.933175910786666,-461.8977716802772,0,1.0
sensor_only,random,3,700,0,0,0,51.20251298383127,-480.62154590364287,0,1.0
sensor_only,random,4,700,0,0,0,12.739518815948744,-487.2810792238161,0,1.0
sensor_only,random,5,700,0,0,0,23.395146231825915,-467.1644922669613,0,1.0
sensor_only,random,6,700,0,0,0,20.64791624262153,-473.1784068670054,0,1.0
sensor_only,random,7,700,0,0,0,43.7743774280671,-477.145223444568,0,1.0
sensor_only,random,8,700,0,0,0,56.121560534146454,-491.36123463012063,0,1.0
sensor_only,random,9,700,0,0,0,33.29209566705491,-478.27246656287696,0,1.0
sensor_only,random,10,700,0,0,0,21.4573026119649,-458.42935213929303,0,1.0
sensor_only,random,11,700,0,0,0,46.196606171345394,-474.36253800189957,0,1.0
sensor_only,random,12,700,0,0,0,53.15653647136155,-474.894086816172,0,1.0
sensor_only,random,13,194,0,1,0,21.48601116222959,-48.88762303077567,0,1.0
sensor_only,random,14,700,0,0,0,41.223120091417805,-497.7166089691513,0,1.0
sensor_only,random,15,700,0,0,0,34.04212240786233,-481.55423376606717,0,1.0
sensor_only,random,16,700,0,0,0,50.30274724607711,-483.5452983024586,0,1.0
sensor_only,random,17,700,0,0,0,23.661533771126408,-457.2878015282081,0,1.0
sensor_only,random,18,700,0,0,0,31.32605011791104,-476.8998931446266,0,1.0
sensor_only,random,19,292,0,1,0,36.75253473633976,-107.34743489605279,0,1.0
sensor_only,random,20,700,0,0,0,65.30756693526799,-475.7256995595911,0,1.0
sensor_only,random,21,700,0,0,0,33.44103177638827,-463.9727180429123,0,1.0
sensor_only,random,22,700,0,0,0,40.019352904025716,-466.0770885435138,0,1.0
sensor_only,random,23,700,0,0,0,31.898222721821252,-495.0056123637576,0,1.0
sensor_only,random,24,700,0,0,0,34.75885982457708,-491.7302265634535,0,1.0
sensor_only,random,25,700,0,0,0,37.85741828130144,-477.56417685448747,0,1.0
sensor_only,random,26,700,0,0,0,29.48676717634295,-486.36888910356595,0,1.0
sensor_only,random,27,700,0,0,0,40.11058748920497,-477.8075489796771,0,1.0
sensor_only,random,28,700,0,0,0,36.56232590648658,-454.4499852008053,0,1.0
sensor_only,random,29,700,0,0,0,68.8459573542652,-496.7908633161296,0,1.0
sensor_only,random,30,700,0,0,0,55.36900197899544,-513.751685214323,0,1.0
sensor_only,random,31,700,0,0,0,41.081544993610734,-489.25095449860135,0,1.0
sensor_only,random,32,700,0,0,0,30.61792804543566,-460.4575352529228,0,1.0
sensor_only,random,33,700,0,0,0,21.940465460319814,-464.0231831084934,0,1.0
sensor_only,random,34,700,0,0,0,56.74615526339212,-488.7651489667218,0,1.0
sensor_only,random,35,700,0,0,0,35.073637033816205,-485.8216104230117,0,1.0
sensor_only,random,36,700,0,0,0,37.556106171668844,-465.78504631010065,0,1.0
sensor_only,random,37,700,0,0,0,47.45987746741783,-496.7237324351683,0,1.0
sensor_only,random,38,700,0,0,0,32.59590568920407,-460.81237865977727,0,1.0
sensor_only,random,39,700,0,0,0,43.01561695919754,-474.4323838256393,0,1.0
sensor_only,random,40,188,0,1,0,13.017596900118253,-83.31728622130083,0,1.0
sensor_only,random,41,700,0,0,0,37.209742431014185,-459.52913852703364,0,1.0
sensor_only,random,42,700,0,0,0,14.190156388114527,-493.49399278560026,0,1.0
sensor_only,random,43,700,0,0,0,18.630695975760805,-500.8407938220375,0,1.0
sensor_only,random,44,700,0,0,0,68.08119001426557,-493.9203784420346,0,1.0
sensor_only,random,45,700,0,0,0,11.682490749493596,-450.37774526596996,0,1.0
sensor_only,random,46,700,0,0,0,43.58646747825626,-477.6643677271205,0,1.0
sensor_only,random,47,474,0,1,0,19.997910882710997,-225.40025654644603,0,1.0
sensor_only,random,48,700,0,0,0,47.85838806188841,-501.6931873103446,0,1.0
sensor_only,random,49,700,0,0,0,30.51172029512045,-475.8569399754148,0,1.0
sensor_only,hold,0,106,0,1,0,8.460028130688212,19.06205738082008,0,1.0
sensor_only,hold,1,110,0,1,0,23.120514227899832,40.9715701480864,0,1.0
sensor_only,hold,2,120,0,1,1,4.619600574550705,8.774865702166565,0,1.0
sensor_only,hold,3,128,0,1,1,7.022935154535142,10.612423464581461,0,1.0
sensor_only,hold,4,96,0,1,1,5.61262345196248,43.240067168282,0,1.0
sensor_only,hold,5,100,0,1,0,10.099984013430385,23.161074778727656,0,1.0
sensor_only,hold,6,109,0,1,1,6.876865106311254,16.989968799606018,0,1.0
sensor_only,hold,7,106,0,1,0,11.448489345409445,25.05009623033756,0,1.0
sensor_only,hold,8,117,0,1,0,24.846731786808522,42.828116327227974,0,1.0
sensor_only,hold,9,67,1,0,1,4.01533646330255,-107.68461010436455,0,1.0
sensor_only,hold,10,96,0,1,0,10.848117677342753,44.251873559181625,0,1.0
sensor_only,hold,11,126,0,1,0,15.269251076827562,24.654284243323037,0,1.0
sensor_only,hold,12,121,0,1,0,27.22784572612365,48.76894977574093,0,1.0
sensor_only,hold,13,99,0,1,1,5.752559743484518,17.205601569865216,0,1.0
sensor_only,hold,14,67,1,0,1,3.503956482287013,-108.20948896915186,0,1.0
sensor_only,hold,15,104,0,1,0,14.659620256598872,29.09698464224388,0,1.0
sensor_only,hold,16,108,0,1,0,12.477088479822925,25.010336976896898,0,1.0
sensor_only,hold,17,99,0,1,1,5.839834310318315,42.68704636506426,0,1.0
sensor_only,hold,18,114,0,1,0,18.870123902736562,34.885166898447174,0,1.0
sensor_only,hold,19,114,0,1,0,22.584633615824224,40.90802691760709,0,1.0
sensor_only,hold,20,119,0,1,0,18.01334590703125,32.78927005046753,0,1.0
sensor_only,hold,21,65,1,0,1,3.770584970452762,-135.26408135343056,0,1.0
sensor_only,hold,22,116,0,1,0,10.818916334058427,20.864446994637103,0,1.0
sensor_only,hold,23,104,0,1,0,14.238233007178016,29.098161030154046,0,1.0
sensor_only,hold,24,117,0,1,0,9.258499417439346,16.831787376514903,0,1.0
sensor_only,hold,25,125,0,1,1,7.776334784891505,12.68732255603954,0,1.0
sensor_only,hold,26,111,0,1,0,9.694376531950045,18.959128456990715,0,1.0
sensor_only,hold,27,104,0,1,1,7.185446598418798,17.10192157085234,0,1.0
sensor_only,hold,28,99,0,1,1,7.2886742131184,21.193405366971998,0,1.0
sensor_only,hold,29,130,0,1,0,18.249171093951546,30.57797816808643,0,1.0
sensor_only,hold,30,121,0,1,0,18.57720635614488,32.75164022314415,0,1.0
sensor_only,hold,31,98,0,1,0,11.032685534160153,43.72903359032392,0,1.0
sensor_only,hold,32,125,0,1,0,19.256868552312987,32.68675306527804,0,1.0
sensor_only,hold,33,113,0,1,1,6.004211862397224,12.92500413318239,0,1.0
sensor_only,hold,34,132,0,1,0,30.096559379852298,50.52906591901685,0,1.0
sensor_only,hold,35,117,0,1,1,5.187060998456705,10.840340628772935,0,1.0
sensor_only,hold,36,124,0,1,1,7.6926019240535615,12.7052915541176,0,1.0
sensor_only,hold,37,104,0,1,0,15.348865238097853,31.108266517659562,0,1.0
sensor_only,hold,38,72,1,0,1,3.51778118295548,-139.38490527183853,0,1.0
sensor_only,hold,39,111,0,1,0,15.354477805786365,30.969807826751833,0,1.0
sensor_only,hold,40,66,1,0,1,3.5741907652845772,-135.28454333895482,0,1.0
sensor_only,hold,41,96,0,1,0,12.581729144723191,29.250185805901424,0,1.0
sensor_only,hold,42,67,1,0,1,4.369782151795273,-108.24562144763495,0,1.0
sensor_only,hold,43,67,1,0,1,4.362551412841281,-139.3227031871527,0,1.0
sensor_only,hold,44,127,0,1,0,12.441570232262023,20.652255240501503,0,1.0
sensor_only,hold,45,108,0,1,1,4.671400217072985,11.016719810816383,0,1.0
sensor_only,hold,46,66,1,0,1,4.496401481006076,-108.67490293134524,0,1.0
sensor_only,hold,47,102,0,1,0,10.822964351282948,25.123251214005496,0,1.0
sensor_only,hold,48,115,0,1,0,13.316628100317235,22.880298740229392,0,1.0
sensor_only,hold,49,116,0,1,0,15.445910736397941,26.860591028272772,0,1.0
sensor_only,full,0,56,1,0,1,4.252967134822846,-67.11972134241371,0,1.0
sensor_only,full,1,84,0,1,0,8.975322696799733,-26.6149786116259,0,1.0
sensor_only,full,2,85,0,1,0,14.836541287850473,73.97781771786552,0,1.0
sensor_only,full,3,85,0,1,0,15.591887802695389,72.55631124806409,0,1.0
sensor_only,full,4,83,0,1,0,13.923069795896192,71.39646669306747,0,1.0
sensor_only,full,5,54,1,0,1,4.191396958365843,-189.14467183159226,0,1.0
sensor_only,full,6,84,0,1,1,6.983347787074492,79.38729739996717,0,1.0
sensor_only,full,7,56,1,0,1,3.1539839380642443,-69.12063266816476,0,1.0
sensor_only,full,8,85,0,1,1,7.467645132925792,-32.314911727590456,0,1.0
sensor_only,full,9,84,0,1,0,12.721829047585661,73.41108635414867,0,1.0
sensor_only,full,10,83,0,1,0,18.461181017941897,67.39708808206218,0,1.0
sensor_only,full,11,85,0,1,1,6.345899713586741,80.26180556130558,0,1.0
sensor_only,full,12,85,0,1,0,8.94206532049428,-20.02342502242591,0,1.0
sensor_only,full,13,57,1,0,1,3.971575942231817,-71.08602765898785,0,1.0
sensor_only,full,14,84,0,1,0,12.66539389121666,73.408824639168,0,1.0
sensor_only,full,15,54,1,0,1,3.664822742836696,-195.15223730934028,0,1.0
sensor_only,full,16,55,1,0,1,3.309130328649926,-67.14381838512082,0,1.0
sensor_only,full,17,84,0,1,0,14.82410480940466,73.40963630806516,0,1.0
sensor_only,full,18,55,1,0,1,3.177891513602573,-194.85927331077062,0,1.0
sensor_only,full,19,84,0,1,1,6.754954386764388,-32.623643635609994,0,1.0
sensor_only,full,20,55,1,0,1,4.123034412345471,-188.572055249105,0,1.0
sensor_only,full,21,84,0,1,1,7.323795192527236,79.40577110196853,0,1.0
sensor_only,full,22,85,0,1,1,5.139497217130462,81.68924623426962,0,1.0
sensor_only,full,23,54,1,0,1,3.681951213760495,-195.1521459394055,0,1.0
sensor_only,full,24,85,0,1,0,8.55684199963126,79.68543638915227,0,1.0
sensor_only,full,25,85,0,1,0,11.42157908536545,78.26581800990735,0,1.0
sensor_only,full,26,58,1,0,1,4.231029097461243,-67.09520650390994,0,1.0
sensor_only,full,27,57,1,0,1,3.8887833629592983,-67.09665385857458,0,1.0
sensor_only,full,28,56,1,0,1,3.2159758130383853,-71.10517436528743,0,1.0
sensor_only,full,29,86,0,1,1,4.662893873672305,82.56992631281558,0,1.0
sensor_only,full,30,55,1,0,1,4.41074372704111,-188.5771559776856,0,1.0
sensor_only,full,31,83,0,1,0,19.07939169033624,67.39455224692391,0,1.0
sensor_only,full,32,56,1,0,1,4.174157667120539,-68.26784169476923,0,1.0
sensor_only,full,33,84,0,1,0,10.680482477669297,75.37858965474841,0,1.0
sensor_only,full,34,86,0,1,1,7.515920917871209,-25.43625860407454,0,1.0
sensor_only,full,35,85,0,1,0,13.322935951743933,73.68624747341812,0,1.0
sensor_only,full,36,85,0,1,0,13.612896319112421,74.26830300978477,0,1.0
sensor_only,full,37,54,1,0,1,4.426236823978848,-195.15140091627558,0,1.0
sensor_only,full,38,84,0,1,0,14.926520996893613,73.38263306030443,0,1.0
sensor_only,full,39,54,1,0,1,4.492842249582506,-189.16785208690212,0,1.0
sensor_only,full,40,84,0,1,0,9.11586290610511,77.40232917888179,0,1.0
sensor_only,full,41,83,0,1,1,5.050996991709301,-38.603000747057834,0,1.0
sensor_only,full,42,84,0,1,0,13.393322658096455,73.40528984646295,0,1.0
sensor_only,full,43,84,0,1,0,8.008213146056047,81.39665658337542,0,1.0
sensor_only,full,44,85,0,1,0,8.552546976506411,80.2610561756073,0,1.0
sensor_only,full,45,84,0,1,0,9.48101008151368,77.39031848876026,0,1.0
sensor_only,full,46,83,0,1,0,11.95970945163433,77.39466900528113,0,1.0
sensor_only,full,47,55,1,0,1,2.512811395673945,-195.13047090596,0,1.0
sensor_only,full,48,57,1,0,1,4.29689789507828,-68.82369889348664,0,1.0
sensor_only,full,49,56,1,0,1,3.462948522099131,-66.84472259729564,0,1.0
sensor_only,rule,0,129,0,1,0,19.562905636883414,77.98957852138057,0,1.0
sensor_only,rule,1,114,0,1,0,25.86219161508127,63.70594409847487,0,1.0
sensor_only,rule,2,70,1,0,1,4.491285961735445,-68.78028845769481,0,1.0
sensor_only,rule,3,97,0,1,1,5.472548943156269,82.81833838428388,0,1.0
sensor_only,rule,4,90,0,1,1,7.772505119456619,76.66862694651522,0,1.0
sensor_only,rule,5,124,0,1,0,19.582303267774567,81.79374745235855,0,1.0
sensor_only,rule,6,133,0,1,0,18.240024376430966,77.9274018661852,0,1.0
sensor_only,rule,7,126,0,1,0,20.025718749967282,78.75299455992555,0,1.0
sensor_only,rule,8,115,0,1,0,24.82375254400448,66.77959845951715,0,1.0
sensor_only,rule,9,91,0,1,1,6.229820480977537,78.64969718733808,0,1.0
sensor_only,rule,10,90,0,1,0,12.726514767401971,72.66476890268409,0,1.0
sensor_only,rule,11,134,0,1,0,19.087597039277508,79.9123184348957,0,1.0
sensor_only,rule,12,113,0,1,0,24.999974343479334,62.40488645735824,0,1.0
sensor_only,rule,13,129,0,1,0,16.84070388942594,83.98538327492598,0,1.0
sensor_only,rule,14,92,0,1,1,5.543868934581118,80.6477417525121,0,1.0
sensor_only,rule,15,119,0,1,0,21.973938510791083,74.89545968723093,0,1.0
sensor_only,rule,16,127,0,1,0,21.617652429152454,76.7473426083085,0,1.0
sensor_only,rule,17,92,0,1,0,8.180787844910519,76.64875949059729,0,1.0
sensor_only,rule,18,120,0,1,0,22.663590234598136,72.36800691075416,0,1.0
sensor_only,rule,19,115,0,1,0,24.406028012492065,66.17478255404609,0,1.0
sensor_only,rule,20,126,0,1,0,21.859316020055843,76.85849115515617,0,1.0
sensor_only,rule,21,132,0,1,0,15.666486723576703,83.93337347969688,0,1.0
sensor_only,rule,22,132,0,1,0,19.350192418304815,76.43783788084738,0,1.0
sensor_only,rule,23,119,0,1,0,21.670712323533934,74.89680739376863,0,1.0
sensor_only,rule,24,135,0,1,0,17.45190337446555,79.66645783149143,0,1.0
sensor_only,rule,25,141,0,1,0,15.756765856218193,76.07184933746382,0,1.0
sensor_only,rule,26,131,0,1,0,19.986745682053897,75.86183544917088,0,1.0
sensor_only,rule,27,131,0,1,0,18.808822450502745,80.95941479816304,0,1.0
sensor_only,rule,28,128,0,1,0,17.502838752718915,86.72543593474948,0,1.0
sensor_only,rule,29,133,0,1,0,20.19548449216073,78.21173952083267,0,1.0
sensor_only,rule,30,126,0,1,0,21.62589999273852,77.16295856577501,0,1.0
sensor_only,rule,31,91,0,1,0,13.102474757547846,74.65527471616304,0,1.0
sensor_only,rule,32,129,0,1,0,21.530688343694575,78.3999463899645,0,1.0
sensor_only,rule,33,136,0,1,0,16.942405346500117,77.34584033910357,0,1.0
sensor_only,rule,34,116,0,1,0,24.53546967680065,66.56620718081626,0,1.0
sensor_only,rule,35,141,0,1,0,14.979094406308013,77.1594842071397,0,1.0
sensor_only,rule,36,142,0,1,0,15.158423490400724,78.05154495228102,0,1.0
sensor_only,rule,37,118,0,1,0,21.96985832569793,73.92930468510833,0,1.0
sensor_only,rule,38,70,1,0,1,4.394983071846267,-67.95185833214295,0,1.0
sensor_only,rule,39,122,0,1,0,22.034832317753704,71.83270860942704,0,1.0
sensor_only,rule,40,134,0,1,0,15.492744270322921,83.89961439875401,0,1.0
sensor_only,rule,41,115,0,1,0,20.325881248917575,78.98534296708155,0,1.0
sensor_only,rule,42,93,0,1,1,5.346140968440199,78.62935877170368,0,1.0
sensor_only,rule,43,135,0,1,0,16.89296551152209,78.17463777153849,0,1.0
sensor_only,rule,44,136,0,1,0,17.454564039676427,80.85644490053734,0,1.0
sensor_only,rule,45,135,0,1,0,17.418324956358184,77.1649552770973,0,1.0
sensor_only,rule,46,90,0,1,1,6.442930839134708,80.66098385386756,0,1.0
sensor_only,rule,47,124,0,1,0,19.843328045716063,80.80359979527393,0,1.0
sensor_only,rule,48,131,0,1,0,20.43159760168065,76.45552944061241,0,1.0
sensor_only,rule,49,129,0,1,0,21.885568469651865,77.21179523146894,0,1.0
